,County,Year,Police Protection_Total,Mental Health_Total,Drug and Alcohol Abuse Services_Total,Population,Police Spending Per Capita,Mental Health Spending Per Capita,Drug and Alcohol Abuse Services Spending Per Capita
540,Alameda,2015,137149087,321185717.0,25472058.0,1611770.0,85.09221973358481,199.27515526408854,15.80377969561414
541,Alpine,2015,2747072,1378442.0,328409.0,1163.0,2362.056749785039,1185.2467755803955,282.3809114359415
542,Amador,2015,8708649,6004461.0,546923.0,37765.0,230.60105918178206,158.995392559248,14.482271944922548
543,Butte,2015,15166846,44290158.0,5219293.0,224285.0,67.62309561495418,197.47267093207304,23.270807231870165
544,Calaveras,2015,8219398,4967475.0,896882.0,45267.0,181.57593832151457,109.73722579362449,19.813153069565026
545,Colusa,2015,5555916,5198962.0,388835.0,21873.0,254.00795501302977,237.68856581173137,17.776939605906826
546,Contra Costa,2015,112089598,145537732.0,9563973.0,1112328.0,100.77027459526327,130.84066210686058,8.598158996267289
547,Del Norte,2015,3448020,6061763.0,578658.0,26953.0,127.92713241568657,224.90123548399066,21.46915000185508
548,El Dorado,2015,34260455,16302987.0,3067053.0,183172.0,187.0398041185334,89.00370689843426,16.74411482104252
549,Glenn,2015,5347524,6259115.0,851055.0,28564.0,187.21201512393222,219.12599775941746,29.7946716146198
550,Humboldt,2015,15289676,31446465.0,2013278.0,135183.0,113.10354112573326,232.6214464836555,14.892982105738147
551,Imperial,2015,21284020,43926809.0,2272399.0,184569.0,115.31741516722744,237.996678748869,12.311921286889998
552,Inyo,2015,6259877,4338184.0,506136.0,18563.0,337.22334751925877,233.70058718957065,27.265851424877443
553,Kern,2015,113785120,91254913.0,13341460.0,880346.0,129.25045379884727,103.65800832854354,15.154791411558637
554,Kings,2015,13078064,15038122.0,1859249.0,149730.0,87.34431309690777,100.43492953983838,12.417344553529686
555,Lake,2015,10270593,10655689.0,1884235.0,65146.0,157.65500567955056,163.56628188990882,28.923264667055538
556,Lassen,2015,4544699,6694598.0,702562.0,31608.0,143.78318780055682,211.80074664641862,22.227347506960264
557,Los Angeles,2015,1997046414,1681695118.0,162768918.0,10149661.0,196.75991286802585,165.68978195429384,16.03688221705139
558,Madera,2015,14712987,14406887.0,1497615.0,154827.0,95.02856090991881,93.05151556253108,9.672828382646438
559,Marin,2015,28783781,42823903.0,5992203.0,262409.0,109.6905250963191,163.19525244942056,22.835356256835702
560,Mariposa,2015,5577752,3596923.0,631438.0,18172.0,306.9421087387189,197.93765133171914,34.74785384107418
561,Mendocino,2015,14417160,21181028.0,1307707.0,88215.0,163.43206937595647,240.1068752479737,14.8240888737743
562,Modoc,2015,2543876,2863489.0,824869.0,9617.0,264.5186648643028,297.752833523968,85.77196630965997
563,Monterey,2015,40328990,74202488.0,4446432.0,432740.0,93.19450478347275,171.47129454175717,10.275065859407496
564,Napa,2015,27409847,25489323.0,5420235.0,140884.0,194.55613838335086,180.92418585502966,38.473034553249484
565,Nevada,2015,14726658,18568124.0,1430767.0,98217.0,149.94001038516754,189.05203783459075,14.567406864392112
566,Orange,2015,368247494,253464777.0,23677950.0,3152314.0,116.81815136436282,80.4059421110968,7.511291705077603
567,Riverside,2015,390354613,262466580.0,21892043.0,2317895.0,168.40910092993857,113.23488768904545,9.444794954042353
568,Sacramento,2015,209282671,164009012.0,24283934.0,1481969.0,141.21933117359404,110.66966448016119,16.386263140457054
569,San Benito,2015,6074087,5416049.0,1186945.0,56452.0,107.59737476085878,95.94078154892652,21.02573868064905
570,San Diego,2015,360129158,312003622.0,52220808.0,3264449.0,110.31851255755565,95.57619739196416,15.996821515667728
571,San Joaquin,2015,66701482,91261669.0,16353500.0,723856.0,92.14744645343825,126.07710511482946,22.592200658694548
572,San Luis Obispo,2015,29354697,39973748.0,9581922.0,276669.0,106.10041963501513,144.48220798137848,34.63316092514882
573,San Mateo,2015,111969760,131318565.0,16544575.0,760343.0,147.262169836508,172.7096389392682,21.759357290065143
574,Santa Barbara,2015,72788140,80526265.0,11822747.0,442987.0,164.31213557056978,181.78019896746406,26.68869966838756
575,Santa Cruz,2015,31430274,61617550.0,7220147.0,273966.0,114.72326493068483,224.9094778184154,26.354171685537622
576,Shasta,2015,20500552,29107107.0,3867517.0,179004.0,114.52566423096691,162.60590266139303,21.605757413242163
577,Siskiyou,2015,8198197,7509483.0,779290.0,44731.0,183.27774921195592,167.88095504236435,17.42169859828754
578,Solano,2015,74505644,54450520.0,5716655.0,427148.0,174.42582898667442,127.47459896803917,13.383312107278975
579,Sonoma,2015,74126570,62767355.0,12575425.0,500083.0,148.22853406334548,125.51387469680033,25.146675651841793
580,Stanislaus,2015,47198532,72295785.0,8794886.0,534905.0,88.23722343219823,135.15630812948095,16.44195885250652
581,Tehama,2015,8042164,9791349.0,1906738.0,63839.0,125.97572017105531,153.37566377919453,29.867917730540892
582,Trinity,2015,3388338,3774660.0,573998.0,13676.0,247.7579701667154,276.00614214682656,41.97119040655162
583,Tulare,2015,40247455,53637580.0,9456902.0,462033.0,87.10948135739223,116.09036583966946,20.468022846852932
584,Ventura,2015,157201533,49100661.0,19605129.0,851426.0,184.63323060371658,57.66873574450393,23.026227763775125
585,Alameda,2016,149938997,317028073.0,41262411.0,1629738.0,92.0019027598301,194.52701783967728,25.31843216517011
586,Alpine,2016,2927335,1647221.0,397268.0,1160.0,2523.564655172414,1420.018103448276,342.47241379310344
587,Amador,2016,8838229,6531521.0,515865.0,37667.0,234.641171317068,173.40167786125787,13.695409775134733
588,Butte,2016,18236886,46709492.0,5770194.0,224432.0,81.25795786697084,208.1231375204962,25.71021066514579
589,Calaveras,2016,8138462,6368633.0,825243.0,45246.0,179.87141404765063,140.75571321221764,18.239026654289884
590,Colusa,2016,5448377,5344094.0,406906.0,21965.0,248.04812201229228,243.30043250625997,18.525199180514456
591,Contra Costa,2016,108208162,148757179.0,9866233.0,1127279.0,95.99057731049723,131.96127932836504,8.752254765679126
592,Del Norte,2016,3766430,8037655.0,625811.0,26956.0,139.72510758272742,298.1768437453628,23.216018697136075
593,El Dorado,2016,35260978,16342047.0,3901752.0,184461.0,191.15681905660276,88.59350757070601,21.152178509278382
594,Glenn,2016,5409447,7193033.0,972372.0,28639.0,188.88393449491952,251.1621564998778,33.952721812912465
595,Humboldt,2016,18416001,32525167.0,2184356.0,135417.0,135.99474955138572,240.18525739013566,16.13058921701116
596,Imperial,2016,22182002,46056164.0,2359301.0,186019.0,119.24589423661024,247.58849364849826,12.683118391132089
597,Inyo,2016,6447952,4591940.0,529119.0,18632.0,346.0686990124517,246.45448690425076,28.398400601116357
598,Kern,2016,144393735,99802467.0,15184347.0,886153.0,162.94447459975873,112.62441925942811,17.13513016375276
599,Kings,2016,13265742,16264431.0,1644367.0,149744.0,88.5894727000748,108.61490944545358,10.98118789400577
600,Lake,2016,12142220,10230923.0,2081910.0,64741.0,187.55070202808113,158.02849816962976,32.157519964164905
601,Lassen,2016,4788766,7713802.0,716648.0,30822.0,155.36843812860943,250.26935305950295,23.251184219064303
602,Los Angeles,2016,2092883807,1798959997.0,164537234.0,10180169.0,205.5843873515263,176.71219377595796,16.162524806808218
603,Madera,2016,16505772,15435019.0,1138434.0,154906.0,106.5534711373349,99.64119530554014,7.349192413463649
604,Marin,2016,29925747,49298880.0,7211237.0,263210.0,113.6953269252688,187.2986588655446,27.397275939364008
605,Mariposa,2016,5756552,4651502.0,645911.0,18167.0,316.8686079154511,256.0412836461716,35.55408157648483
606,Mendocino,2016,15407806,20144372.0,1419828.0,88721.0,173.66582883421063,227.05303141308147,16.003291216284758
607,Modoc,2016,2158744,2840177.0,810423.0,9625.0,224.2850909090909,295.08332467532466,84.19979220779221
608,Monterey,2016,39961348,87159124.0,4972073.0,438175.0,91.19951617504422,198.91395903463228,11.34723112911508
609,Napa,2016,29010384,25617180.0,4574439.0,141711.0,204.71511738679425,180.77058238245442,32.280055888392575
610,Nevada,2016,15987503,19077438.0,1568570.0,98520.0,162.27672553796182,193.6402557856273,15.921335769386927
611,Orange,2016,385600393,261559089.0,26226944.0,3172222.0,121.55529877795438,82.4529585256013,8.26768870526716
612,Riverside,2016,441221262,265866551.0,24808356.0,2346717.0,188.01639140978654,113.29297525010472,10.57151586663411
613,Sacramento,2016,236193116,115538922.0,25974476.0,1495611.0,157.92416343554575,77.25198731488335,17.36713356614788
614,San Benito,2016,6663845,5699933.0,1285377.0,56624.0,117.68587524724498,100.66284614297824,22.7002154563436
615,San Diego,2016,359408442,324823785.0,55734759.0,3284477.0,109.42638417014338,98.89665386604929,16.969142728050766
616,San Joaquin,2016,69616403,93121590.0,17831752.0,735319.0,94.67510427447135,126.64107686595885,24.25036208774695
617,San Luis Obispo,2016,33891742,44863937.0,11692229.0,278141.0,121.85093891227831,161.29925828986018,42.03705674460076
618,San Mateo,2016,129420405,142484684.0,19976293.0,766589.0,168.82632675397116,185.86841710486323,26.058674204821617
619,Santa Barbara,2016,72202279,81677298.0,11401874.0,447073.0,161.49997651390265,182.69342590583642,25.50338311640381
620,Santa Cruz,2016,34286129,57522525.0,7839494.0,275737.0,124.34359190097811,208.6137333763695,28.431055679868862
621,Shasta,2016,21943529,27683688.0,3114954.0,177874.0,123.36557900536334,155.6365067407266,17.51213780541282
622,Siskiyou,2016,8362558,7965459.0,745868.0,44718.0,187.00652980902544,178.12645914396887,16.679368486962744
623,Solano,2016,80636024,61209971.0,5764037.0,430907.0,187.13092152134917,142.04914517517702,13.376522080170432
624,Sonoma,2016,78372406,69784436.0,11079459.0,502475.0,155.97274690283098,138.88140902532464,22.049771630429376
625,Stanislaus,2016,54030063,80079445.0,9690648.0,541006.0,99.86961882123303,148.01951364679874,17.912274540393266
626,Tehama,2016,8493430,11088024.0,1739660.0,63946.0,132.8219122384512,173.39667844744002,27.205141838426172
627,Trinity,2016,3909192,4512253.0,723016.0,13647.0,286.4506484941745,330.640653623507,52.979849051073494
628,Tulare,2016,42771295,50681028.0,9208602.0,466431.0,91.69908303693366,108.65707467985618,19.74268862918631
629,Ventura,2016,166128659,60422765.0,21178495.0,853961.0,194.53892976377142,70.75588346540415,24.800307039782847
630,Alameda,2017,131273889,349858016.0,34243355.0,1646405.0,79.7336554492971,212.4981496047449,20.79886479936589
631,Alpine,2017,3004556,1742850.0,347471.0,1156.0,2599.0968858131487,1507.6557093425606,300.5804498269896
632,Amador,2017,8999250,7003177.0,508222.0,38382.0,234.4653743942473,182.45992913344796,13.241154707936012
633,Butte,2017,17772181,54470633.0,6995960.0,226403.0,78.49799251776699,240.59148067825956,30.900473933649288
634,Calaveras,2017,8896076,8326225.0,1062998.0,45175.0,196.92475926950746,184.3104593248478,23.53066961815163
635,Colusa,2017,5517704,5473500.0,499270.0,22050.0,250.23600907029478,248.2312925170068,22.64263038548753
636,Contra Costa,2017,148292860,150078794.0,11557078.0,1139313.0,130.1598946031512,131.7274480322791,10.14390075422645
637,Del Norte,2017,3656555,8389182.0,633926.0,27060.0,135.12767923133777,310.02150776053213,23.426681448632667
638,El Dorado,2017,35436007,17106033.0,3361321.0,186223.0,190.28802564667092,91.85778878011845,18.04997771489021
639,Glenn,2017,5589626,8044619.0,968475.0,28730.0,194.55711799512704,280.00762269404805,33.70953706926558
640,Humboldt,2017,16277810,32288300.0,2081746.0,136430.0,119.31254122993477,236.66568936450926,15.258711427105474
641,Imperial,2017,23401326,59073262.0,3401260.0,187921.0,124.5274663289361,314.35157326749004,18.099414115505983
642,Inyo,2017,7149909,4631617.0,583607.0,18598.0,384.44504785460805,249.03844499408538,31.380094633831593
643,Kern,2017,105656922,112982545.0,16905716.0,896101.0,117.90738097602838,126.0823779908738,18.865859986764885
644,Kings,2017,15490474,19076681.0,1859201.0,149559.0,103.5743352121905,127.55287879699651,12.431221123436236
645,Lake,2017,11461846,10541300.0,2019739.0,64740.0,177.04426938523324,162.8251467408094,31.197698486252705
646,Lassen,2017,5551831,8000508.0,824522.0,30661.0,181.07142624180554,260.934346564039,26.891556048400247
647,Los Angeles,2017,2106697185,1748866028.0,184672927.0,10231271.0,205.90767119744947,170.93340876221538,18.049851968538416
648,Madera,2017,16741572,18395723.0,1211981.0,156963.0,106.65935284111542,117.19783006186171,7.7214439071628345
649,Marin,2017,38314166,50859896.0,8526955.0,263262.0,145.53625665686656,193.1911783698369,32.38961566804172
650,Mariposa,2017,6117419,5686756.0,450367.0,18137.0,337.2894635275955,313.5444671114297,24.83139438716436
651,Mendocino,2017,15392143,22456422.0,2096274.0,89092.0,172.7668365285323,252.0587931576348,23.52931800835092
652,Modoc,2017,2291988,3039395.0,753455.0,9562.0,239.697552813219,317.86184898556786,78.79679983267098
653,Monterey,2017,44285182,91817233.0,5532583.0,442149.0,100.15895546523909,207.6612929125702,12.512937946257935
654,Napa,2017,30702351,25594754.0,4485708.0,141784.0,216.54312898493484,180.51933927664618,31.637617784799414
655,Nevada,2017,17640522,20416451.0,1445866.0,98613.0,178.8863740074838,207.03610071694402,14.662022248587915
656,Orange,2017,422859234,292421970.0,26306567.0,3198968.0,132.18614065536136,91.41134578401534,8.223454251496108
657,Riverside,2017,448575944,283156003.0,37667091.0,2382640.0,188.2684518013632,118.84128655608905,15.808972820065138
658,Sacramento,2017,301785000,223639000.0,31432000.0,1513415.0,199.40663995004675,147.7711004582352,20.76892326295167
659,San Benito,2017,6334201,5245987.0,1162475.0,56879.0,111.3627349285325,92.23064751490006,20.43768350357777
660,San Diego,2017,373344412,368299766.0,59315717.0,3309509.0,112.80960770917982,111.28531936308377,17.922814834466383
661,San Joaquin,2017,73129772,101914728.0,18627179.0,747263.0,97.86349919640074,136.384014731092,24.92720635171285
662,San Luis Obispo,2017,35114234,50383744.0,11621064.0,279210.0,125.7628093549658,180.451072669317,41.62123133125604
663,San Mateo,2017,133929951,153667418.0,21706113.0,770256.0,173.8771927774662,199.50174747097068,28.18038807876862
664,Santa Barbara,2017,75226214,85878771.0,12031378.0,450025.0,167.16007777345703,190.83111160491083,26.73491028276207
665,Santa Cruz,2017,36481866,57741934.0,8124857.0,276504.0,131.9397404739172,208.82856667534648,29.38422952290021
666,Shasta,2017,22881835,31980058.0,3281289.0,178148.0,128.44283966140512,179.5139883692211,18.418893279744932
667,Siskiyou,2017,8088033,9113498.0,1483800.0,44615.0,181.28506107811273,204.26981956741005,33.25787291269752
668,Solano,2017,86488367,69051264.0,5258384.0,436640.0,198.07705890436057,158.14232319530964,12.042836203737632
669,Sonoma,2017,84069011,66682858.0,10625639.0,504613.0,166.60096152893405,132.14653209489254,21.05700606207133
670,Stanislaus,2017,54488244,91926616.0,10801413.0,549976.0,99.07385776833898,167.1465954878031,19.6397897362794
671,Tehama,2017,9249862,11196958.0,1647442.0,63949.0,144.6443572221614,175.091995183662,25.761810192497148
672,Trinity,2017,3837247,4893494.0,856416.0,13634.0,281.4468974622268,358.91843919612734,62.814727886166935
673,Tulare,2017,44952206,49908459.0,10258973.0,470716.0,95.49751017598722,106.02668912890151,21.794400445279106
674,Ventura,2017,167615812,58160419.0,22870488.0,855910.0,195.83345445198677,67.9515591592574,26.72066922924139
675,Alameda,2018,138201018,348740964.0,45287864.0,1660202.0,83.2434956710087,210.05935663250617,27.278526347998618
676,Alpine,2018,3042870,2058250.0,244990.0,1154.0,2636.8024263431544,1783.578856152513,212.29636048526862
677,Amador,2018,9807134,6831749.0,528517.0,38094.0,257.4456344831207,179.3392397752927,13.874022155720061
678,Butte,2018,21209986,60922752.0,6383167.0,227621.0,93.18114760940335,267.6499619982339,28.042961765390714
679,Calaveras,2018,9355713,8867676.0,1035656.0,45157.0,207.18189870894878,196.37433841929268,22.934561640498703
680,Colusa,2018,5944928,5504283.0,437350.0,22098.0,269.02561317766316,249.08512082541407,19.791383835641234
681,Contra Costa,2018,164551302,164159201.0,13157544.0,1149363.0,143.16739098091725,142.8262446241962,11.44768362997591
682,Del Norte,2018,3713364,8152906.0,665621.0,27221.0,136.41541456963373,299.50795341831673,24.45248153998751
683,El Dorado,2018,40677657,18996426.0,3376823.0,188399.0,215.91227660444056,100.83082181964872,17.92378409651856
684,Glenn,2018,6973701,8920092.0,1009604.0,28796.0,242.17603139324908,309.7684400611196,35.06056396721767
685,Humboldt,2018,20990104,40446869.0,1979638.0,136002.0,154.33673034220084,297.3990750136027,14.555947706651374
686,Imperial,2018,22844622,62821515.0,2491300.0,190624.0,119.8412686755078,329.5572173493369,13.069183313748532
687,Inyo,2018,7017864,5282187.0,668464.0,18577.0,377.7716531194488,284.3401518006137,35.983420358507836
688,Kern,2018,108877835,135232784.0,15659109.0,905801.0,120.20061249656382,149.29635096450545,17.287581930247374
689,Kings,2018,14223666,19015372.0,3136070.0,151662.0,93.78529888831744,125.37993696509344,20.678020862180375
690,Lake,2018,11260005,10796199.0,1901152.0,65081.0,173.01524254390682,165.8886464559549,29.212089549945453
691,Lassen,2018,5284280,8250335.0,791390.0,30911.0,170.95144123451198,266.906117563327,25.60221280450325
692,Los Angeles,2018,1953642847,2150248257.0,248514435.0,10283729.0,189.97416666658563,209.09227158747572,24.165789958097886
693,Madera,2018,18514741,19931383.0,1184262.0,158894.0,116.52259367880474,125.43823555326192,7.4531574508792025
694,Marin,2018,39385629,56063897.0,10081775.0,263886.0,149.25243855301153,212.45498813881753,38.20503929727231
695,Mariposa,2018,6797884,7002762.0,636152.0,18129.0,374.97291632191514,386.27403607479727,35.09029731369629
696,Mendocino,2018,16499918,29626826.0,1917280.0,89299.0,184.77158758776693,331.771083662751,21.47034121322747
697,Modoc,2018,2435722,3153005.0,644975.0,9612.0,253.40428630878068,328.02798585101954,67.10101955888473
698,Monterey,2018,44837109,101253098.0,5403721.0,443281.0,101.14827614989137,228.41741017548688,12.190283364276835
699,Napa,2018,33382116,28808820.0,4569932.0,141294.0,236.25996857616033,203.89273429869633,32.34342576471754
700,Nevada,2018,15578759,20232603.0,1630456.0,99155.0,157.11521355453584,204.05025465180776,16.443507639554234
701,Orange,2018,455391416,351487095.0,27503653.0,3284468.0,138.649978017749,107.01492448700976,8.373853238941589
702,Riverside,2018,434134635,322629190.0,49388419.0,2415955.0,179.6948349617439,133.54105933264486,20.442607167765956
703,Sacramento,2018,309390000,232065000.0,39860000.0,1529501.0,202.28165918165467,151.72595506639092,26.060787145611542
704,San Benito,2018,7080168,5533295.0,1298603.0,57088.0,124.02200112107623,96.92571118273543,22.74738999439462
705,San Diego,2018,454154947,451717981.0,91192547.0,3337456.0,136.07818260375566,135.3479958986725,27.32396981413388
706,San Joaquin,2018,76963664,108951633.0,19220812.0,758744.0,101.43561464736459,143.59472101262085,25.332407241441118
707,San Luis Obispo,2018,38751392,55786245.0,13007918.0,280101.0,138.347924498663,199.16474771600244,46.44009839307964
708,San Mateo,2018,141494790,168369961.0,25830438.0,774155.0,182.77320433246572,217.48869541629261,33.36597709760965
709,Santa Barbara,2018,85515545,85803302.0,12064109.0,453457.0,188.58578652441136,189.22037150159773,26.60474752843158
710,Santa Cruz,2018,38260599,59656563.0,11808497.0,276864.0,138.19275528779474,215.47244495492373,42.650893579519185
711,Shasta,2018,21314335,36975678.0,5082339.0,178271.0,119.56142614334357,207.4127480072474,28.509062045986166
712,Siskiyou,2018,8865799,9990578.0,1006806.0,44612.0,198.73126064735945,223.9437371110912,22.568053438536715
713,Solano,2018,89077321,70520616.0,5694513.0,439793.0,202.5437444434086,160.3495644541864,12.948166523796422
714,Sonoma,2018,87728146,73846486.0,12031906.0,503332.0,174.29479150938147,146.71526149738145,23.904512329833985
715,Stanislaus,2018,57181030,97328729.0,12230035.0,555624.0,102.91317509682807,175.17013123983125,22.011351201531973
716,Tehama,2018,9095763,11971019.0,1710406.0,64039.0,142.0347444525992,186.9332594200409,26.708818063992254
717,Trinity,2018,3783571,5508544.0,758533.0,13635.0,277.48962229556287,404.0002933626696,55.63131646497983
718,Tulare,2018,48548055,52874083.0,10555219.0,475834.0,102.02729313163834,111.11875780209064,22.182565768734474
719,Ventura,2018,172560234,64833475.0,21959141.0,859073.0,200.86795185042482,75.46911030843712,25.56143773579195
